Setting_Name,Category,New_Category,Owner,Default,New_Description,Description
WINDOWS_TASK_NAME,System Configuration,,Admin,,,Windows Task Scheduler task name for iPurchase scheduled jobs.
WORK_DAY_START_TIME,System Configuration,,Admin,`08:00`,,Time (HH:MM). Start of business day for escalations/notifications.
WORK_DAY_STOP_TIME,System Configuration,,Admin,`17:00`,,Time (HH:MM). End of business day for escalations/notifications.
ALLOW_AUTO_REROUTE,Change Orders,,Admin,`TRUE`,"Controls whether iPurchase automatically re-routes a requisition when an approver makes changes that affect the approval path. When TRUE (default), the system recalculates approvers and re-routes if the new approver set differs from the original.","If an approver makes a change to a requisition, iPurchase will re-check who the approvers should be in order for the changes made. If the new approver set is different from the current approver set, then the requisition will be automatically re-routed when or if the approver clicks the 'Approve' button. This feature is only applied to those approvers that can actually edit a requisition after it has been submitted."
CHANGE_ORDER_CHANGE_ORIG,Change Orders,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, allows changing the originator (xxreq_userid) field on purchase order change orders."
CO_DELETE_CANCELLED_LINES,Change Orders,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, permanently deletes cancelled lines on change orders. If FALSE, lines remain with cancelled status."
CO_HEADER_REROUTE_FIELDS,Change Orders,,Admin,,"Comma-separated list of header field names (from xxreq_mstr) that force re-routing when changed in a change order. Common fields: xxreq_vendor, xxreq_site, xxreq_buyer. Leave blank to not monitor header changes.",Comma Separated list of header fields which will force a change order to automatically re-route if they are changed.
CO_IGNORE_COST,Change Orders,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, cost changes are ignored when determining if change order is material (requires re-routing)."
CO_ITEM_REROUTE_FIELDS,Change Orders,,Admin,,"Comma-separated list of line field names (from xxreqd_det) that force re-routing when changed in a change order. Common fields: xxreqd_cc, xxreqd_acct, xxreqd_project. Leave blank to not monitor line field changes.",Comma Separated list of item fields which will force a change order to automatically re-route if they are changed.
CO_ITEM_REROUTE_NEW,Change Orders,,Admin,`FALSE`,"Controls whether adding a new line item to a change order forces re-routing for approval. Set to TRUE to require re-approval when new lines are added, FALSE to allow new lines within tolerance limits. Default is FALSE.",Automatically re-route a change order if a new line is added to the requisition.
CO_REROUTE_EXCLUDE_TYPES,Change Orders,,Purchasing,,,Comma-separated requisition types. Types excluded from change order re-routing even when changes are material.
PO_UPDATE_CHECK_REROUTE,Change Orders,,Admin,`TRUE`,"Compares approval routing between original req and change order. When TRUE (default), any difference in approvers forces re-routing regardless of tolerance. Ensures changes affecting routing get proper oversight.","As part of the approval process, do you want the system to compare the approvers from the original requisition to the new requisition? If there are any changes then the new requisition will be re-routed for approval, regardless of the of the PO_UPDATE_TOLERANCE_PCT and PO_UPDATE_TOLERANCE_AMOUNT settings."
PO_UPDATE_CHECK_REROUTE_RELEASES,Change Orders,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, checks blanket PO releases for material changes requiring reroute."
PUNCHOUT_CHANGE_ORDER_SEND,Change Orders,,Admin,`*`,,"Send PO revisions automatically to punchout suppliers via cXML. List of Vendor Numbers or * for all. CAN-DO functionality !staples,*"
UPDATE_COST_ON_CO,Change Orders,,Purchasing,`FALSE`,,TRUE | FALSE. Update line costs when creating change order.
UPDATE_COST_ON_COPY,Change Orders,,Purchasing,`FALSE`,,TRUE | FALSE. Update line costs when copying requisition.
UP_ONLY_APP_LEVEL_EXCLUDED,Change Orders,,Admin,,,Comma-separated approval levels. Approval levels to exclude from UP_ONLY rule evaluation.
UP_ONLY_REQ_TYPES,Change Orders,,Admin,,,Comma-separated requisition types. Types that use UP_ONLY (Update PO Only) routing rule.
UP_ONLY_RULE,Change Orders,,Admin,`FALSE`,,TRUE | FALSE. Enable Update PO Only routing rule for change orders that don't require full re-routing.
BUDGET_USE_IAPPROVE,iApprove Integration,,Finance,`FALSE`,,"TRUE | FALSE. If TRUE, uses iApprove system for budget workflows instead of iPurchase budget module."
CODE_LIST_H_SHIPVIA_XREF,iApprove Integration,,Purchasing,,,"This setting defines a cross-reference between the selected iPurchase ship via, and the code or description that the vendor needs to see on their electronic purchase order. Only applies to Punchout Purchase Orders.  This setting is the default for when CODE_LIST_H_SHIPVIA_XREF_[Vendor Number] does not exist. The format should be LIST:UPS:UPS Ground,Fedx,Fedex 3 Day Where UPS is the value for this ship via in iPurchase or QAD, and UPS Ground is the value the vendor requires."
CODE_LIST_H_SHIPVIA_XREF_[VENDOR NUMBER],iApprove Integration,,Purchasing,,,"This setting defines a cross-reference between the selected iPurchase ship via, and the code or description that the vendor needs to see on their electronic purchase order. Only applies to Punchout Purchase Orders. The [Vendor Number] needs to be the actual vendor number that this cross reference is valid for. The format should be LIST:UPS:UPS Ground,Fedx,Fedex 3 day Where UPS is the value for this ship via in iPurchase or QAD, and UPS Ground is the value the vendor requires."
IAEAMJE_MSTR_REQ_PREFIX,iApprove Integration,,ISS,,,Prefix for requisition numbers in iApprove EAM JE integration.
IAVD_MSTR_REQ_PREFIX,iApprove Integration,,ISS,,,Prefix for requisition numbers in iApprove vendor integration.
IA_APPROVAL_NOT_REQUIRED_EMAIL_SUBJECT,iApprove Integration,,Admin,`Approval Not Required`,,Email subject line for iApprove notifications when approval is not required.
IA_APPROVAL_REMINDER_EMAIL_SUBJECT,iApprove Integration,,Admin,`Approval Reminder`,,Email subject line for iApprove approval reminder notifications.
IA_APPROVAL_REQUIRED_AGAIN_EMAIL_SUBJECT,iApprove Integration,,Admin,`Approval Required Again`,,Email subject line when iApprove document requires re-approval.
IA_APPROVAL_REQUIRED_EMAIL_SUBJECT,iApprove Integration,,Admin,`Approval Required`,,Email subject line for iApprove initial approval request notifications.
IA_APPROVED_EMAIL_SUBJECT,iApprove Integration,,Admin,`Approved`,,Email subject line when iApprove document is approved.
IA_EMAIL_SUBJECT_APPEND,iApprove Integration,,Admin,,,"Text appended to all iApprove email subject lines. Used for environment identification (e.g., [TEST])."
IA_REJECTED_EMAIL_SUBJECT,iApprove Integration,,Admin,`Rejected`,,Email subject line when iApprove document is rejected.
IA_RETRACTED_EMAIL_SUBJECT,iApprove Integration,,Admin,`Retracted`,,Email subject line when iApprove document is retracted by submitter.
CODE_LIST_H_BILLTO,Code Lists & Dropdowns,,Finance,,,"This is a pointer to the code_mstr field name (code_fldname) value to be used for the Header Bill To selection list and validation.  Leaving this value blank will tell iPurchase to use the si_mstr table to populate this list. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK or Separate each entry with a colon to have both a code and name:  LIST:EA:EACH,BX:Box,PK:Pack"
CODE_LIST_H_BLANKET_CYCLE,Code Lists & Dropdowns,,ISS,"`List:MO:Monthly,WK:Weekly,DA:Daily`",,Enter a comma-separated list of cycle codes to be entered in the cycle code drop down menu on the blanket information tab on a requisition.
CODE_LIST_H_CURRENCY,Code Lists & Dropdowns,,Finance,,,Currency List same as other lists - blank will use all currencies from QAD - cu_mstr
CODE_LIST_H_FOB,Code Lists & Dropdowns,,Finance,`po_fob`,,"code_fldname This is a pointer to the code_mstr field name (code_fldname) value to be used for the Header FOB selection list and validation. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK or Separate each entry with a colon to have both a code and name: LIST:EA:EACH,BX:Box,PK:Pack"
CODE_LIST_H_SHIPTO,Code Lists & Dropdowns,,Admin,,,"code_fldname  or  blank This is a pointer to the code_mstr field name (code_fldname) value to be used for the Header Ship To selection list and validation.  Leaving this value blank will tell iPurchase to use the si_mstr table to populate this list. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK or Separate each entry with a colon to have both a code and name: LIST:EA:EACH,BX:Box,PK:Pack"
CODE_LIST_H_SHIPVIA,Code Lists & Dropdowns,,Finance,`po_shipvia`,,"code_fldname This is a pointer to the code_mstr field name (code_fldname) value to be used for the Header ShipVia selection list and validation. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK or Separate each entry with a colon to have both a code and name: LIST:EA:EACH,BX:Box,PK:Pack"
CODE_LIST_H_SITE,Code Lists & Dropdowns,,Finance,,,"code_fldname This is a pointer to the code_mstr field name (code_fldname) value to be used for the Header Site selection list and validation.  Leaving this value blank will tell iPurchase to use the si_mstr table to populate this list. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK or Separate each entry with a colon to have both a code and name: LIST:EA:EACH,BX:Box,PK:Pack"
CODE_LIST_MRO_TYPE,Code Lists & Dropdowns,,Admin,,,"code_fldname This is a pointer to the code_mstr field name (code_fldname) value to be used for the Line MRO Type selection list, and validation. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK   or Separate each entry with a colon to have both a code and name: LIST:EA:EACH,BX:Box,PK:Pack NOT USED"
CODE_LIST_REJECTION_CODES,Code Lists & Dropdowns,,Power Users,"`List:001:Invalid Prices,002:Invalid Accounts`",,"code_fldname This is a pointer to the code_mstr field name (code_fldname) value to be used for the Rejection Code selection list and validation. A value of blank or a non-existing setting will turn off the rejection codes functionality in iPurchase. If a code is added to this setting a rejection code will be mandatory when a user rejects a requisition. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK  or  separate each entry with a colon to have both a code and name: LIST:EA:EACH,BX:Box,PK:Pack."
CODE_LIST_UM,Code Lists & Dropdowns,,Finance,`pt_um`,,"code_fldname This is a pointer to the code_mstr field name (code_fldname) value to be used for the Line Unit of Measure selection list and validation. A value of blank or a non-existing setting will use the um_mstr table in QAD to determine the valid list of unit of measure codes. You can also use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:EA,BX,PK or Separate each entry with a colon to have both a code and name: LIST:EA:EACH,BX:Box,PK:Pack"
EXCEL_EXPORT_FIELDS,Reporting & Inquiry,,IT,"`xxreq_domain,xxreq_vendor,xxreq_entry_date,xxreq_nbr,xxreq_userid,xxreq_buyer,xxreq_type,xxreq_site,xxreqd_item,xxreqd_desc,xxreqd_qty,xxreqd_cost,xxreqd_po_nbr,xxreqd_po_line`",,"This is the list of fields that will be exported from the requisition workbench. Any requisition header field or line field can be used. You can also use PO and PO line fields. Some common PO/PO Line fields are ttpo_mstr.ttpo_vend_name,ttpo_mstr.ttpo_stat,ttpod_det.ttpod_status,ttpod_det.ttpod_qty_open."
EXCEL_EXPORT_ONE_TAB,Reporting & Inquiry,,Power Users,`TRUE`,,Will export a consolidated view of the requisition when the Excel link is clicked in Requisition Inquiry. Default FALSE
INQUIRY_AFTER_REJECT,Reporting & Inquiry,,Power Users,`*`,,"Comma separated list of User ID's or Group ID's that are re-directed to the pending queue once they have rejected a requisition. Asterisk indicates everyone, a blank indicates no one. This setting determines whether control goes back to the find screen after a requisition has been rejected, or whether it redisplays the requisition."
INQUIRY_LAST_REV_DEFAULT,Reporting & Inquiry,,,`TRUE`,,Setting this to true will check the Last Revision Only in the requisition inquiry. This is useful when you only want to see the requisition for the last revision of a PO. As opposed to all the requisitions for the PO.
INQUIRY_NOTES_MATCHES,Reporting & Inquiry,,Admin,`FALSE`,,"When searching requisitions by using the notes field, use 'matches' vs 'contains', matches can be much slower but more flexible."
INQUIRY_NO_NAME_SEARCH,Reporting & Inquiry,,Power Users,`FALSE`,,"If this setting is set to true then when a user searches for a supplier they will not be allowed to search by name, only by supplier number. a value of false enables the user to search by both supplier number and name."
INQUIRY_REFRESH_SECONDS,Reporting & Inquiry,,Power Users,`120`,,How often the system automatically refreshes the inquiry screen in seconds.
INQUIRY_SIMPLE_MODE,Reporting & Inquiry,,Admin,,,"Comma separated list of User ID's or Group ID's who only gets to see ""Views"" on inquiry screen and does not see all the filter fields. This can be used as requisition security. Asterisk indicates everyone, a blank indicates no one."
AS400OUTBOUNDFOLDER,QAD Integration,,Admin,,,Directory path on application server. Folder where AS400 catalog XML files are written. Files are named [req_nbr].xml. Used in catalog integration.
QAD_COMMENT_TYPE,QAD Integration,,Admin,`IP`,,This is the comment type to be used when creating PO Header and PO Line comments.  Add IP To Generalized Codes if there are any generalized codes for field name cd_type
QAD_INTERFACE_PASSWORD,QAD Integration,,ISS,,SENSITIVE - Password for QAD ERP system integration. Stored encrypted. Coordinate with QAD administrator when changing. Used for PO creation and other integration activities.,⚠️ SENSITIVE. Password for QAD system integration user.
QAD_REQUESTED_BY,QAD Integration,,Power Users,,,"This setting will use OBO as the Requested By. If you set QAD_REQUESTED_BY to ""ORIGINATOR"" then the req originator (xxreq_userid) will be used."
SKIP_QAD_ACTIVE_CHECK,QAD Integration,,Admin,`TRUE`,,True or False Do not check the QAD user's active flag. Normally a user (if the QAD User ID matches the iPurchase User ID) needs to be active in QAD in order to login to iPurchase. This does not always work for companies. This flag bypasses the check and allows the user to login.
SKIP_QAD_DOMAIN_CHECK,QAD Integration,,ISS,`FALSE`,,TRUE | FALSE. Skip domain validation in QAD integration.
CODE_LIST_MRP_BUYERS,Inventory & MRP,,Purchasing,,,"Only use this setting if you want to have a different buyer list show up in the MRP Action Center. This list is in the format 'list:code:desc,code:desc' or a generalized code field name like 'ptp_buyer'"
INV_TRANS_REASON_CODES,Inventory & MRP,,Purchasing,,,Comma-separated reason codes. Valid transaction reason codes for inventory movements.
INV_TRANS_TYPES,Inventory & MRP,,Purchasing,,,Comma-separated transaction types. Valid inventory transaction types.
MRP_SORT,Inventory & MRP,,Purchasing,,,Sort field for MRP (Material Requirements Planning) item listings.
RT_MRP,Inventory & MRP,,Purchasing,,,Comma-separated req types. Types that trigger MRP (Material Requirements Planning).
TRANSFER_STATUS,Inventory & MRP,,Purchasing,,,Status value for inventory transfer transactions.
ALLOW_RECEIVING,Receiving,,Purchasing,,,Can-Do list. Users/groups allowed to receive against purchase orders. Can include $xxreq_buyer to allow the buyer on the PO to receive.
AUTO_RECEIVE,Receiving,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, automatically creates receipt transactions when purchase order is created. Timing controlled by AUTO_RECEIVE_TIME setting."
AUTO_RECEIVE_TIME,Receiving,,Purchasing,,,Time value. Timestamp used when AUTO_RECEIVE creates automatic receipt records. Must be configured correctly when AUTO_RECEIVE is enabled.
BUDGET_HIDE_RECEIPTS,Receiving,,Admin,`TRUE`,,Do not show nor use the Receipts column on Budgets.
LAST_RECEIPT_ID,Receiving,,ISS,,,iPurchase process receipts in QAD for budgets. It periodically looks for receipts in batch. When implementing you can set the tr_id to start from so that it does not spend time looking at old receipt data.
ACH_ARCHIVE_FOLDER,ACH Integration,,Admin,,,Directory path on application server. Archive folder where processed ACH files are moved after being polled and processed. Used in job_iaach_poller.p. Related: ACH_POLLING_FOLDER
ACH_POLLING_FOLDER,ACH Integration,,Admin,,,Directory path on application server. Folder where incoming ACH files (*.txt) are placed for processing by the ACH polling job. Processed files are moved to ACH_ARCHIVE_FOLDER. Used in job_iaach_poller.p.
ATTACH_IN_DB,ACH Integration,,IT,`TRUE`,,Store attachments in iPurchase database (True) or store attachments on disk (False).
COPY_ATTACHMENTS,ACH Integration,,Admin,`TRUE`,,This setting indicates whether or not attachments are copied when a requisition is copied
PRODUCT_MGR_GROUP,Custom/Product Management,,Purchasing,,,Group ID for product managers. Customer-specific product management setting.
PROD_LINES_DERMIS,Custom/Product Management,,Purchasing,,,Product line categorization for Dermis business unit. Customer-specific.
PROD_LINES_ORTHO,Custom/Product Management,,Purchasing,,,Product line categorization for Ortho business unit. Customer-specific.
PROD_LINES_WOUND_CARE,Custom/Product Management,,Purchasing,,,Product line categorization for Wound Care business unit. Customer-specific.
QX_BROKER,Qxtend Integration,,ISS,,,Qxtend broker server address for Qxtend integration.
QX_CODEPAGE,Qxtend Integration,,ISS,,,Character encoding for Qxtend communication.
QX_URL,Qxtend Integration,,ISS,,,Qxtend service URL.
QX_VERSION,Qxtend Integration,,ISS,,,Qxtend version number.
IRFQ,RFQ Management,,Purchasing,`FALSE`,,TRUE | FALSE. Enable iRFQ (RFQ management) module.
RFQ_BODY,RFQ Management,,Purchasing,,,Email body template for RFQ emails.
RFQ_SUBJECT,RFQ Management,,Purchasing,`Request for Quote`,,Email subject for RFQ emails.
JE_USE_EAM,EAM Integration,,Finance,`FALSE`,,"TRUE | FALSE. If TRUE, uses EAM system for journal entry processing."
USE_EAM_ACCOUNTS,EAM Integration,,Finance,`FALSE`,,TRUE | FALSE. Use EAM account structure.
USE_SINGLE_CURRENCY,EAM Integration,,Finance,`FALSE`,,"TRUE | FALSE. Force single currency mode, disable multi-currency."
RT_MEMO_ONLY_LIST,Requisition Types,,Finance,"`Expense,Capital`",,Comma-separated list of requisition types. All line items created for the requisition types defined will be entered as Memo Items on the Purchase Order.
RT_USE_LOCATION,Requisition Types,,Purchasing,`Inventory`,,List of requisition types which will allow a Item Location to be entered during line item entry
PORTAL_CONFIRM_RECEIPT_URL,Portal Integration,,ISS,,,URL endpoint for portal receipt confirmation integration. Used for external portal systems.
ADVISE_GROUP_MEMBERS,Uncategorized,,Power Users,`FALSE`,,This setting will send out emails to other users in a group when one of the group members approves a requisition when set to true.
ALLOWED_DOMAINS,Uncategorized,,ISS,`QAD`,Comma-separated list of QAD domain codes available in iPurchase. Users can only access domains in both this list AND their user profile.,Enter a comma-separated list of domain codes to be allowed in iPurchase. This can be changed for a given user in User Maintenance
ALLOWED_EXTENSIONS,Uncategorized,,Admin,"`!exe,!dll,!js*,!com,!bat,!lnk,!ws*,!scr,!msi,*`",,"This is a comma separated list of allowed or not-allowed file extensions which can be uploaded to iPurchase. This works using the Progress ""can-do"" function. See Progress Help if needed A default value of !exe,!dll,!js*,!com,!bat,!lnk,!ws*,!scr,!msi,* is set.  This excludes all file types lists"
APP_RULE_FIELDS,Uncategorized,,ISS,,,List of field name from xxreq_mstr and xxreqd_det which appear in the Approval Rule Maintenance Screen for which you want to change the labels for. This list must match in size with the list in setting APP_RULE_LABELS. Each field must have an associated label.
APP_RULE_LABELS,Uncategorized,,ISS,,,List of labels for the fields listed in setting APP_RULE_FIELDS
APP_RULE_SKIP_FIELDS,Uncategorized,,ISS,,,List of fields from xxreq_mstr and xxreqd_det that you don't want to show in the Approval Rule Maintenance Screen.
ARCHIVE_FOLDER,Uncategorized,,IT,`archive`,,This should not be changed unless advised by ISS Group This is a temporary storage area for requisitions being transferred to or from the production and archive systems
AUDIT_TRAIL_ACTION_LIST,Uncategorized,,ISS,"`,Create,Delete,Write`",,Technical - Do Not Modify without consulting ISS
AUDIT_TRAIL_DOMAIN_EXEMPTION,Uncategorized,,ISS,"`pf_mstr,wus_mstr,wgr_mstr,wugr_mstr`",,Technical - Do Not Modify without consulting ISS
AUDIT_TRAIL_TABLE_LABEL,Uncategorized,,ISS,"`,Requisition Detail,Requisition Header,Rule Field,Rule Header,System Settings,Group Master,User Group Relations,User Master`",,Technical - Do Not Modify without consulting ISS
AUDIT_TRAIL_TABLE_LIST,Uncategorized,,ISS,"`,xxreqd_det,xxreq_mstr,xxappfield,xxapprule,pf_mstr,wgr_mstr,wugr_mstr,wus_mstr`",,Technical - Do Not Modify without consulting ISS
AUDIT_TRAIL_[XXX],Uncategorized,,ISS,,,"There are several settings all beginning with ""AUDIT_TRAIL"". These setting should not be updated as they have to do with the internals of the Audit Trail Inquiry."
AUDIT_TRANSACTION_LIST,Uncategorized,,ISS,,,Technical - Do Not Modify without consulting ISS
AUDIT_WUS_MSTR_EXCEPT,Uncategorized,,ISS,`wus_last_login`,,Technical - Do Not Modify   The list of fields from the wus_mstr table will not be audited when changed. All other fields will show up in Audit when changed.
AUDIT_XXREQD_DET_EXCEPT,Uncategorized,,ISS,"`xxreqd_master_comments,`",,Technical - Do Not Modify without consulting ISS
AUTO_ADD_DROPSHIP,Uncategorized,,Admin,`FALSE`,,"True or False - Default FALSE. Automatically adds ""Dropship"" as an option in the Ship To dropdown field in Requisition Workbench"
AUTO_ADD_ITEM_MC_TYPES,Uncategorized,,Purchasing,`PO`,,"In QAD master comments, there is a reference number to identify a master comment, if this reference number equals the items number then the master comment will be added to the requisition automatically if the corresponding type of master comment is entered into this system setting."
AUTO_CHANGE_GL,Uncategorized,,Power Users,`TRUE`,,"If your company's GL Account, Sub Account, and CC are set by having defaults at the Requisition or Requisition or Site level, then the GL information will change when you change Requisition Types. A value which is not ""TRUE"" will disable this functionality"
BACKUP_DB,Uncategorized,,Admin,`../db/ipurchase.db`,,iPurchase provides a rudimentary backup system. List the full pathname and database name of the iPurchase database
BACKUP_DB_KEEP_DAYS,Uncategorized,,Admin,`7`,,How many days worth of iPurchase database backups to keep
BACKUP_DB_PATH,Uncategorized,,Admin,`../dbbackups`,,The location where database backups are stored
BASE_NAME,Uncategorized,,ISS,`/custom/ipurchase`,,Technical - Do Not Modify without consulting ISS
BG_COLOR_ARCHIVE,Uncategorized,,Admin,`#FAE0A0`,,The background color of the Archive System - default brown
BG_COLOR_TEST,Uncategorized,,Admin,`#d9f2e5`,,The background color of the Archive System - default pink
CART_BREAK_BY,Uncategorized,,ISS,`xxcartd_det.xxcartd_vendor`,,Technical - Do Not Modify without consulting ISS
CART_SUM_LINES,Uncategorized,,Admin,`False `,,"Within a catalog requisition, iPurchase will add up the quantities of all the items chosen by default.  If the administrator sets this setting to true the system will display number of lines instead of adding up the quantities."
CAT_IMPORT_DIR,Uncategorized,,Admin,,,The administrator will choose a folder on application server where catalog files will be dropped (when catalogs are sent directly from supplier - not supported in base).
COPY_USE_CURRENT_CONTACT,Uncategorized,,Power Users,`FALSE`,,This setting allows the system to use the current supplier data from the ERP system when a requisition is copied instead of the supplier data coming from the requisition that is being copied.
CURRENCY_SYMBOLS,Uncategorized,,ISS,"`US,$,USD,$,EUR,&euro;,GBP,&pound;,jpy,&yen;,YEN,&yen;,CHF,&#8355,ITL,&#8356,MXP,&#8369;,CAD, C$`",,"Comma-Separated List of Currency Codes and HTML symbol codes. For example the symbol for a Euro would be represented with the HTML code ""&euro~;"" Ensure to add a semi-colon before all semi-colons."
DATE_FORMAT,Uncategorized,,Admin,`mdy`,,This setting allows the administrator to globally change the format of the date fields in iPurchase.
DELIVER_TO_FILL_IN,Uncategorized,,Power Users,`FALSE`,,"Rather than the Deliver To field being a drop down list of users defined in iPurchase, setting this to TRUE makes the deliver to field an non-validated text field."
DISCREPANCY_DELETE_HIDE,Uncategorized,,Admin,`FALSE`,,"If set to TRUE, will not show deleted items in the discrepancy report"
DMS_PROGRAM,Uncategorized,,Admin,,,This is the name of the Progress Program which integrates with a document management system.
EDIT_ANYTIME,Uncategorized,,Admin,`buyers`,,"Comma separated list of User ID's or Group ID's that are allowed to edit a Pending requisition at anytime. Asterisk indicates everyone, a blank indicates no one. There is currently a setting ""ALWAYS_ALLOW_REQ_EDITS"", which allows the defined users or groups the ability to modify a requisition while it is pending. By default, approvers are only allowed to change a requisition when its their turn to approve. Anyone listed here can modify a requisition at any time. You can also use a value of $xxreq_buyer to indicate that the given buyer on the requisition is allowed to edit anytime."
HELP_URL,Uncategorized,,,,,"If you've developed customized help, then enter the URL to that file here. ex. https://google.com"
HIDE_MASTER_COMMENTS,Uncategorized,,Admin,,,"Comma separated list of User ID's or Group ID's that will not get the master comments functionality. Asterisk indicates everyone, a blank indicates no one."
IPURCHASE_VERSION,Uncategorized,,ISS,`2023.0426`,,Do Not Modify
ITEM_LOOKUP_NO_VP,Uncategorized,,Purchasing,`FALSE`,,Do not show vendor parts (vp_mstr) when searching for items in line entry.
ITEM_SEARCH_RECENT,Uncategorized,,"iPurchase will look for matches from previous requisitions.""",`TRUE`,,When entering line items
LINE_REJECTION_FINAL,Uncategorized,,Power Users,`TRUE`,,"If USE_LINE_APPROVALS = TRUE then you can also set whether or not any items which were previously rejected, can be re-approved by a subsequent approver. A value of TRUE will disallow anyone from approving a previously rejected line. A value of FALSE will allow any approver the option of re-approving a previously rejected line item. If the value is true, then iPurchase will recheck the approval routing after each approval. If the rejection of lines causes an approver to no longer be required, then this approver will be removed from the routing. An approver that has been removed can be added back by the system rules, if needed. If all items on a requisition have been rejected, then the approver will be forced to reject the requisition. If they try to approve, an error will be raised."
LOCK_OUT_MINUTES,Uncategorized,,Admin,`10`,,The number of minutes a user will be locked out after failing to login more than the value of setting FAILED_LOGIN_ATTEMPTS
LOGOFF_MINUTES,Uncategorized,,Power Users,`0`,,Enter how many minutes of inactivity the system will wait until it logs a user off.
LOG_PURGE_DAYS,Uncategorized,,Admin,`30`,,"Many log files are generated by iPurchase. These logs are useful for a short period of time, but in the log run they need to be purged. Temporary log file will be deleted once older than a rolling 30 days. When setting TEST_SYSTEM is true, then the logs are purged every 3 days regardless of the value of LOG_PURGE_DAYS. The purging handles the following wdm or agents or psctemp or socketemail.log This is the email log which keeps track of detailed information for every email. This file will be zipped every night then after 30 days the zip file will be deleted. wdm or agents or catalogs or *.csv These are supplier catalogs imported into the system. These files will be zipped every night then after 30 days the zip files will be deleted. Folders: wdm or agents or psctemp wdm or agents or efwtmp wdm or agents or catalogs wdm or agents or jobs will delete all files matching *.log *.TMP *.cmp All other *.log, *.tmp, *.cmp after 30 days wdm or agents or po Delete all printed POs *.pdf after 30 days"
MANDATORY_FIELDS,Uncategorized,,Admin,"`h_buyer,xh_supplier_contact,xh_supplier_phone,xh_supplier_fax,xh_deliver_to2,xh_req_type,xh_supplier_email,xh_bill_to,xh_req_need,xh_site,xh_freight_terms,xh_ship_via`",,"Comma-Separated list of field names. The following fields can be either mandatory or optional. h_buyer,h_supplier_contact,h_supplier_phone,h_supplier_fax,h_deliver_to2,h_req_type,h_supplier_email,h_bill_to,h_req_need,h_site,h_freight_terms,h_ship_via To make a field mandatory, add the field to this list. To make it optional, remove the field from the list, or simply add an ""x"" to the beginning or end of the field identifier. Adding the ""x"" is the recommended approach.  All fields other than those listed above (Supplier, Ship To, Bill To, etc), are mandatory."
MASTER_COMMENTS_ROLE_LIST,Uncategorized,,Purchasing,`*`,,"Comma-Separated list of group ID's or ""*"" for all. Only members of these groups will be allowed to enter or delete master comments from a requisition."
MAX_UPLOAD_MB,Uncategorized,,IT,`10`,,Maximum size in megabytes for attachments.
MEMO_ONLY,Uncategorized,,Admin,`FALSE`,,"If this setting is true, then a user will not be allowed to order an item# which exists in the part master (pt_mstr) table."
MESSAGE_ERROR_TIMEOUT,Uncategorized,,Power Users,`0`,,"This setting allows the administrator the ability to set the duration of how long the error message will stay on the screen. A value of 0 will indicate to keep the message on the screen indefinitely until the user clicks the ""x"" in the top right of the message."
MESSAGE_WARNING_TIMEOUT,Uncategorized,,Power Users,`5`,,"This setting allows the administrator the ability to set the duration of how long the warning message will stay on the screen. A value of 0 will indicate to keep the message on the screen indefinitely until the user clicks the ""x"" in the top right of the message."
NUMERIC_FORMAT_DECIMAL,Uncategorized,,Admin,`.`,,Usually a decimal point
NUMERIC_FORMAT_SEPARATOR,Uncategorized,,Admin,"`,`",,Usually a comma
OOF_LIMIT_BY_DOLLARS,Uncategorized,,Admin,`FALSE`,"When TRUE, users can only delegate to someone with equal or higher approval limit (wus_app_amt). Default FALSE has no restriction.",A setting of True will only allow a user to delegate to another user who has at least the same dollar approval level.
OOF_LIMIT_TO,Uncategorized,,Admin,,,"Comma separated list of User ID's or Group ID's that that can be chosen as delegates. Asterisk indicates everyone, a blank indicates no one."
